,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
3820,2015,145691,Illinois College,Jacksonville,IL,626502299,6,NCAA Division III with football,453,487,940,2,"Private nonprofit, 4-year or above",7,107,0,380039,NA,380039,380039,NA,380039,Football
21190,2016,145691,Illinois College,Jacksonville,IL,62650,6,NCAA Division III with football,449,500,949,2,"Private nonprofit, 4-year or above",7,105,0,398359,NA,398359,398359,NA,398359,Football
38645,2017,145691,Illinois College,Jacksonville,IL,62650,6,NCAA Division III with football,463,480,943,2,"Private nonprofit, 4-year or above",7,97,0,375873,NA,375873,375873,NA,375873,Football
56301,2018,145691,Illinois College,Jacksonville,IL,62650,6,NCAA Division III with football,477,492,969,2,"Private nonprofit, 4-year or above",7,111,0,381111,NA,381111,381111,NA,381111,Football
84153,2019,145691,Illinois College,Jacksonville,IL,62650,6,NCAA Division III with football,499,538,1037,2,"Private nonprofit, 4-year or above",7,110,0,343448,NA,343448,343448,NA,343448,Football
3841,2015,145813,Illinois State University,Normal,IL,617901000,2,NCAA Division I-FCS,7662,9442,17104,1,"Public, 4-year or above",7,113,0,4062137,NA,4062137,4062137,NA,4062137,Football
21212,2016,145813,Illinois State University,Normal,IL,61790,2,NCAA Division I-FCS,7658,9762,17420,1,"Public, 4-year or above",7,114,0,4016804,NA,4016804,4016804,NA,4016804,Football
38668,2017,145813,Illinois State University,Normal,IL,61790,2,NCAA Division I-FCS,7570,9569,17139,1,"Public, 4-year or above",7,99,0,4453877,NA,4453877,4453877,NA,4453877,Football
56325,2018,145813,Illinois State University,Normal,IL,61790,2,NCAA Division I-FCS,7456,9435,16891,1,"Public, 4-year or above",7,100,0,4429532,NA,4429532,4429532,NA,4429532,Football
84239,2019,145813,Illinois State University,Normal,IL,61790,2,NCAA Division I-FCS,7539,9533,17072,1,"Public, 4-year or above",7,103,0,4275988,NA,4275988,4275988,NA,4275988,Football
3802,2015,145646,Illinois Wesleyan University,Bloomington,IL,617022900,6,NCAA Division III with football,804,1017,1821,2,"Private nonprofit, 4-year or above",7,112,0,375908,NA,375908,375908,NA,375908,Football
21172,2016,145646,Illinois Wesleyan University,Bloomington,IL,61702,6,NCAA Division III with football,817,943,1760,2,"Private nonprofit, 4-year or above",7,113,0,379453,NA,379453,379453,NA,379453,Football
38627,2017,145646,Illinois Wesleyan University,Bloomington,IL,61702,6,NCAA Division III with football,745,895,1640,2,"Private nonprofit, 4-year or above",7,102,0,451012,NA,451012,451012,NA,451012,Football
56284,2018,145646,Illinois Wesleyan University,Bloomington,IL,61702,6,NCAA Division III with football,803,881,1684,2,"Private nonprofit, 4-year or above",7,125,0,434374,NA,434374,434374,NA,434374,Football
84077,2019,145646,Illinois Wesleyan University,Bloomington,IL,61702,6,NCAA Division III with football,769,841,1610,2,"Private nonprofit, 4-year or above",7,127,0,457557,NA,457557,457557,NA,457557,Football
4495,2015,151324,Indiana State University,Terre Haute,IN,47809,2,NCAA Division I-FCS,4549,5074,9623,1,"Public, 4-year or above",7,88,0,3896248,NA,3896248,3896248,NA,3896248,Football
21867,2016,151324,Indiana State University,Terre Haute,IN,47809,2,NCAA Division I-FCS,4320,5027,9347,1,"Public, 4-year or above",7,90,0,4142172,NA,4142172,4048548,NA,4048548,Football
39341,2017,151324,Indiana State University,Terre Haute,IN,47809,2,NCAA Division I-FCS,4341,5012,9353,1,"Public, 4-year or above",7,107,0,4410183,NA,4410183,4278008,NA,4278008,Football
57001,2018,151324,Indiana State University,Terre Haute,IN,47809,2,NCAA Division I-FCS,3978,4897,8875,1,"Public, 4-year or above",7,107,0,4499988,NA,4499988,4256090,NA,4256090,Football
86566,2019,151324,Indiana State University,Terre Haute,IN,47809,2,NCAA Division I-FCS,3563,4539,8102,1,"Public, 4-year or above",7,115,0,4370196,NA,4370196,4184677,NA,4184677,Football
12911,2015,213020,Indiana University of Pennsylvania-Main Campus,Indiana,PA,157051098,4,NCAA Division II with football,4815,6016,10831,1,"Public, 4-year or above",7,89,0,1990161,NA,1990161,1865060,NA,1865060,Football
